,Unnamed: 0,overall,verified,asin,reviewText
2753208,12473490,5,True,B00N462AQE,"Fast shipping, everything was as described."
2753209,12473491,3,True,B00N462AQE,"I received my Cannon Rebel camera two days after ordering. It was the offer from Ritz Camera. Since I am a novice to the camera world I confided in a friend and he said the camera was a very good camera and since the offer was from Ritz everything should be good.
After opening the box I find that the wide angle lens are not Cannon lens but an off brand lens. The flash dos not fit on the camera and is an off brand also, useless.  I thought these parts should have been Cannon products. When you see the dsplay, you see the Cannon name on the camera and one lens with Cannon stamped on the side which makes you believe the bundle is all Cannon products. I feel this was misleading."
2753210,12473492,5,True,B00N462AQE,"I received every single item in this package. I haven't used everything in the package yet, but so far I am loving this camera. I can't wait to play around with all the different features."
2753211,12473493,5,True,B00N462AQE,camera broke after six pics so hard to rate it. I have returned it and plan to reorder the same one as I believe it is a very good product
2753212,12473494,5,True,B00N462AQE,The product is good
2753213,12473495,4,True,B00N462AQE,"Great product so far. The only thing I'll knock a star down is that I wish this set came with was a step down ring to 58MM which is needed in order to use the telephoto lens and the macro lens. You will have to purchase this separately. Also, the larger tri-pod is a bit weak. One of the legs popped out of it's main connector, which I'll have to figure something out to fix it. The bag is great, and holds pretty much everything included aside from the larger tripod."
2753214,12473496,5,True,B00N462AQE,Excellent product great service
2753215,12473497,4,True,B00N462AQE,"I love the camera and most of the accessories. The bundle came with the wrong filters, though, which is why I took off one star. I thought I could trust the Ritz Camera name to fulfill my order properly, but they have let me down. I received macro filters rather than the standard ones listed in the product details. The filters were one major reason I picked this particular bundle, so I wouldn't have to go buy a UV filter separately to put on my lens right away. The wide angle lens happens to be one of my favorite parts of this kit."
2753216,12473498,5,True,B00N462AQE,"Love my camera,  it's perfect.  As for the accessories, they are s
 cheap and  the website stated true canon accessories which they are not but overall still happy with the camera. Shipping was fast"
2753217,12473499,5,True,B00N462AQE,"My camera arrived well packaged, the product is as described and so far I am loving getting to know all the options available to me."
2753218,12473500,5,True,B00N462AQE,This camera package was a great value.  I purchased the fir my daughter and she absolutely love it!
2753219,12473501,5,True,B00N462AQE,I'm in love with my T5i. The set did come with everything pictured. The quality of the pictures are amazing. This is the easiest camera to operate on Manual mode ever designed.
2753220,12473502,4,True,B00N462AQE,"I got this in the black friday. It is a great deal. However, the flash is not compatible. Also, they send it with only one memory not like what they put in the description"
2753221,12473503,2,True,B00N462AQE,"If I purchased a Canon product (which is NOT cheap), why send subpar accessories to go with?  The remote is a total flop, it does not work. I am still wondering why the remote is NOT a Canon brand. The tripod is also flimsy.  I had  better product selection when I ordered a Nikon bundle.  I am disappointed, I expected more quality."
2753222,12473504,5,True,B00N462AQE,Love the quality.
2753223,12473505,5,True,B00N462AQE,everything I expected
2753224,12473506,4,True,B00N462AQE,"Love the camera really good deal for what you get... everything in package is pretty good if Ur a casual enthusiast to semi professional... The 57"" tripod Can be used but is very flimsy and cheapish so be gentle is not for hardcore use. The table tripod don't even think about it, it can't hold the weight of the camera even worse with the lens. One of the Marco lens attachments doesnt fit but i don't U'll end up using them anyway. Overall a totally great deal."
2753225,12473507,4,True,B00N462AQE,"The camera is awesome, but the flash I don't like  it, and the rest of the components are aceptable and my package was 3 days outside in my front front door..that's bad because I was traveling and the package comes earlier than expected.  But thanks"
2753226,12473508,5,True,B00N462AQE,Great camera.  Got it quick.  Great package of items to go with Camera.
2753227,12473509,5,True,B00N462AQE,"Love the camera. Came quickly and was packaged well. Only thing I was hoping there was an extended warranty that could be purchased,  but other than that, great product and would order from Ritz again!!"
2753228,12473510,4,True,B00N462AQE,"Ok, even after reading other reviews I went ahead an ordered this ""kit"" as I felt the price was worth the camera alone.  It arrived in a reasonable amount of time for UPS, which is just above lame mule. If you ever want something in a timely manner I would consider Amazon Prime.  I am seriously thinking about it.  Over a week to get here is silly.  Ok, on to the kit.  Camera speaks for itself and has been reviewed to death here and other places on line so that's a no brainer. It's great.  The lenses are stock and there are better quality Canon lenses out there and I happen to have one or two so these are just extras to me.

Many complain about the ""case""?  I don't know if they have changed the case or what, but  I received a very nice Vivitar case.  Heavy duty and large enough for the camera and a couple of lenses.  Which is all I need.  I am the casual photog and don't take 15 lenses and a bunch of ""extras"".  If you
do that, then the case will be too small for you. I like it and will use it. The rest of the stuff is standard.  Vivitar lenses are medium grade and work nicely for the average Joe photog. I don't do a lot of special pictures, but do a lot of close up stuff and for that I have other lenses.  The tripod is junk and the rest of the stuff too, but hey, just consider it free.  Give it away as gifts to people you don't like.  The extra flash unit is redundant as the cameras own flash is more than adequate.  The remote is nice, but remember you will need to be pointed at the front of the camera for it to work properly.  I prefer a corded remote, but that's me.  The added memory chips are a nice touch and will be used.

That's about all I can tell you about this particular set up.  Great value, but there is a lot of useless things that come with it.  You won't be disappointed."
2753229,12473511,4,True,B00N462AQE,Daughter using it for college classes.  No issues with camera
2753230,12473512,4,False,B00N462AQE,"THANK YOU RITZ CAMERA!!!  I got this bundle for a Christmas present from my husband and son and was disappointed when I didn't get what was actually advertized in the bundle.  My husband contacted Ritz and was told that the items in question were not in stock at the time and offered a full refund.  I said I LOVED the camera and didn't want to send it back but wanted the items that were supposed to come with it.  He was told that as soon as the items were restocked, which could take several weeks, they would send them.  I agreed with that and on March 10, 2015 I got my Polaroid four filter set along with the Polaroid slave flash and the Polaroid Studio Series .43 mm wide angle lens, I got the .45 mm lens by another manufacturer.  I may have had to wait but now have what my husband and son paid for and in the end I am very satisfied!  Even though I should have gotten what the bundle contained in the first place I appreciate you getting items to me as soon as you did."
2753231,12473513,5,False,B00N462AQE,"I'm just now making my foray into photography; my girlfriend knew that I was looking for my own camera (been borrowing a D3300 from a buddy) and surprised me with this kit for our anniversary.

The T5i needs no introduction;  it was brand-new as advertised and is everything I thought it would be.

Now that I'm reading other reviews about the accessories, I'm glad that I didn't place the order myself, as there seem to have been problems a few months ago. I've used all of them and honestly haven't had any issues. I really like the camera bag and the memory cards are a huge bonus these days, what with all of the gadgets I have that need one. I'll take free memory cards wherever I can get them. I'm not too experimental with filters and macros, so that isn't a huge deal for me, but they all seem to be good quality.

The tripod is solid for what I need; I wouldn't go buck-wild with it, but I took some great outdoor shots with it earlier. My girlfriend is making her own customized RitzPix photo book as I write this, so even she's happy with her gift that she got for me!

All in all a perfect kit and transaction!

My girlfriend says that delivery was very fast even though she selected standard."
2753232,12473514,1,True,B00N462AQE,"Fantastic camera, this thing is amazing. But putting all that aside I should have went with the reviews. Just like a previous customer on here I was also stuck with a bunch of low dollar generic add ons that were nothing they advertised. I guess for somebody that doesn't know what there looking for it would be ""ok"" but for anybody that does research or has some knowledge will know they got stuck with a bunch of crap parts. I would recommend this camera allllll day long but absolutely do not order off here it's just going to cause stress and disappointment."
2753233,12473515,1,True,B00N462AQE,"Awesome Camera by Canon...... Great DSLR - Camera I rate 4.5 Stars.

0 Star for the rest!
BUT,.... everything that came in the bundled ""CrapOlah""
The large Tripod where the screw on the top supposedly attached the camera to it was bent!!! Unusable!
Mini Tripod is a joke, beware, it could damage your camera, it tips over.... Tripods were made with soft aluminum material, might as well be made of soft clay.......... bad bad, not to mention all the lens, flash, etc..... CrapOlah!"
2753234,12473516,5,True,B00N462AQE,"Great package, everything has worked well and I have not had any problems.  Only thing I could say that's negative is that the 2 tripods are kinda crappy, but at least the bigger one is usable if you don't already have a tripod.  I don't know if I would use the smaller one, with a camera of this size and weight I just wouldn't trust something so small to hold it.  A web cam maybe but not my t5i."
2753235,12473517,4,True,B00N462AQE,"Before I start, I appreciated everything.  Everything works with the camera.  I understand not getting the brand, but some of the stuff I got was really flimsy. The tripod I will never use before it doesn't look like it can even hold the t5i and the camera. Yikes.  Luckily I have both of the things from before.  If you are from a cold place buying this camera.... The solution bottles will explode.  Just saying."
2753236,12473518,4,True,B00N462AQE,"I need to complain that the lens kit we ordered is 18-135mm which requires a 67mm thread for filters and lens attachments, but the filters and lens attachments they included in our box are 58mm attachments.
- 4pc HD Macro Close Up Filter Set  is designed for 58mm
- Vivitar 58mm Telephoto Lens, uses 62mm filters
- Vivitar 58mm Wide Angle Lens, uses 62mm filters"
2753237,12473519,4,True,B00N462AQE,"Love my camera! Only thing I wish it had was built in wifi. Still, the camera is incredible for my uses and it has been a great camera for me to learn with. Enjoy every time I take it out of the bag."
2753238,12473520,5,True,B00N462AQE,i was very excited when I got my package in the mail but from the reviews I was worried they were going to give me some knock off products instead of the ones listed. That wasn't the case at all! Everything came as promised and the camera takes amazing pictures. The only down side is that the tripods aren't that great at supporting the cameras weight. Other than that I'm a very happy customer.
2753239,12473521,5,True,B00N462AQE,This camera is a US model.  And I know that many are bashing this package because the extras are cheap.  All I can say is- really? then go somewhere else pay $750 and get nothing extra.  I actually am surprised how much I have used all the extras.
2753240,12473522,5,True,B00N462AQE,"I love it.
Everything I was hoping for."
2753241,12473523,5,True,B00N462AQE,Extremely fast delivery. Product is superbly
2753242,12473524,5,True,B00N462AQE,"Great packing, bought it mainly for the camera and lens, rest all the accessories were freebies. not ll the accessories are of good quality but as i said they are freebies and it doesn't matter."
2753243,12473525,5,True,B00N462AQE,Amazing!
2753244,12473526,5,True,B00N462AQE,Love this! Need to relearn using a digital slr.  Everything came as described
2753245,12473527,4,True,B00N462AQE,Good value for most of the items in the bundle....the lenses are fair but the flash that it came with doesn't even fit the camera.
2753246,12473528,4,True,B00N462AQE,Great camera package for the price. The tripod is too flimsy
2753247,12473529,5,True,B00N462AQE,Cannot beat the price
2753248,12473530,5,True,B00N462AQE,Great deal
2753249,12473531,5,True,B00N462AQE,"I expected the possibility of low budget equipment but it does the job. I was happy for my camera and lenses at the price, everything else was just freebies to me. Thank for the carrying bag, filters and everything else I received  :)"
2753250,12473532,5,True,B00N462AQE,Great camera and lens package. Takes awesome photos and came with everything listed. It was a huge savings to buy as a bundle.
2753251,12473533,4,True,B00N462AQE,"Good VALUE!!  I have wanted this camera for awhile, and with the help of amazon, got no interest for 12 months!  I love this camera!  I received this later than the expected delivery date, but it was FedEx's fault, not yours!  The only thing that mislead me was that you only receive one lens, (besides the telephoto and wide angle) The picture makes it look like you get one on the camera and another lens as well. Little did I know that you could pay $50 more and get an extra lens...little frustrating and will be contacting Ritz.  Also, as with other people that had bought this set, I also received knock off items that are said to be compatible but haven't tried them yet...we shall see..."
2753252,12473534,5,True,B00N462AQE,i love it
2753253,12473535,5,True,B00N462AQE,"The best deal ever ! Been using it all,friends want this now."
2753254,12473536,5,True,B00N462AQE,"Very good price for the package. The camera was for my daughter's Christmas present. So far she is very happy with it. She also has a Nikon, but she prefers this Canon for her assignments."
2753255,12473537,5,True,B00N462AQE,Great camera with a great package.  Camera fits the needs of a beginner as well as an experienced photographer.
2753256,12473538,4,True,B00N462AQE,Received items order a reasonable amount of time. Many of the items are knock offs however overall it is still a very good value.
2753257,12473539,5,True,B00N462AQE,"Fantastic camera.  I started out looking for a 25X zoom camera since my son had just bought one.  I read all the reviews and noticed that everyone had the same problem with it, shutter shock makes the picture blurred. Then I took a look at Nikon and their version.  I also looked at the upper end camera's around $350 for the body.  By the time you add the lenses and the flash, the remote etc. I wound up with a $1,200 set.  Since I didn't have that kind of money, I fell back to the Rebel T5i.  It's better than Nikons offer and I've owned a Rebel before.
Whether your an beginner or serious amateur you will find this camera is great for all your needs.  If used correctly, your pictures will look as good as a pro. Just shoot and enjoy."
2753258,12473540,1,True,B00N462AQE,I would love to give the camera a high rating. The camera it's self takes great pictures and videos I think. However the extra $400 +/- I spent on the package was a total waste of money. It was advertised to come with 2 extra lenses. That is the only reason I ordered it with the package. The lenses that came with it don't even fit on the camera and they were not the brand that was advertised. The larger tripod is wobbly and made so cheaply I think I could bend the metal legs with my bare hands. The plastic joints are flimsy and I suspect they will break in no time. Totally cheap. Another item included was a package of clear plastic stick on lens protector sheets. I'm not sure what I'm supposed to do with those. I sure don't want to put them on the camera lens and the owners manual states you should not put one on touch screen. The rest of the stuff looked like it might have come out of a cereal box. There was a stick on elastic thing that was supposed to hold the lens cover to the camera that fell off every time I took off the else cover. It was a total and complete rip off.  When I contacted Ritz camera they offered to give me $30 for the 2 lenses or I could return the entire package. I guess the $30 is generous considering one of the same lens sells for $6.99 here on Amazon. I used the camera and read the book before I realized the extra lenses didn't fit so I'm afraid if I send it back they won't refund me my full price. I wish I had known that I could of bought the camera direct from Cannon for hundreds of dollars less. I have been ordering through Amazon for years and this is the first time I have felt ripped off. Stay away from the package deals and especially Ritz camera.
2753259,12473541,1,True,B00N462AQE,"Camera constantly says BUSY, almost all items are knock offs, don't fit properly... Was missing a lot of items... they were not a good company to work for"
2753260,12473542,4,True,B00N462AQE,Excelent cam... Excelent seller
2753261,12473543,5,False,B00N462AQE,it is just what i wanted. Thank you.
2753262,12473544,5,True,B00N462AQE,"I am extremely happy with this package!  After reading other reviews I was a bit worried, but for the price this was an amazing deal.  All items were as listed and delivered quickly!  I can't wait to figure out the camera to get some serious use out of it!!"
2753263,12473545,5,True,B00N462AQE,"All items that are described came in the package. Nothing was forgotten. If there was anything forgotten, the seller would be more than accommodating to make sure you have everything that is listed. This is my first SLR camera, so I really have nothing to compare it to, except a point and shoot digital camera. I know, that is like comparing apples to oranges. :) I am 100% satisfied with the camera. It takes excellent pictures. The additional items that come with it are a great plus. I use the UV filter lens as a protective lens for whichever lens I am using. Since the filter lens are stack-able, you can put the polarized lens on top of the UV lens, and get great outdoor pics. No more glare and super sharp images. I have not had the chance to use the fluorescent lens.

The manual setting for the camera has lots of option for you to get that perfect capture. The preset settings are also super great. I am very impressed on how user friendly this camera is. each item that is adjustable in any setting, has a little description on the display screen, when you touch the setting that you want to adjust. This lets you know what you are adjusting, and what kind of effects it will have.

I have also used the Vivitar wide angel lens and the Vivitar 2.2x telephoto lens. I have attached them to the 18-55mm lens. The 2.2x telephoto lens is great for those up-close portfolio pics that you want to get without having to use the 75-300mm lens.

Again this is coming from a person who has purchased their very first SLR camera, and really knew nothing of the complexity of the camera. To be honest, I thought it would be too overwhelming to operate, and I would have to just rely on the pre-settings. This is not true. I have done a lot adjustments on the manual setting, and the other settings that allow you to do a lot of adjustments. All it took was trial and error to get some great pics.

I got the camera in time for Christmas. I took a lot of pics on Christmas eve, and Christmas day. More than I would have ever imagined :)

If you are upgrading to a SLR camera, or first time buying a SLR camera, I highly recommend to purchase this camera."
2753264,12473546,2,True,B00N462AQE,Worst package ever. Everything that come in it is all cheap quality and is not what it said in the description. The camera was good but stopped working. The slave flash was not even working. I emailed them but they said they will not send anything but they will refund $35.00. Other problem it is same as t4i. I am now going to get 70d.
2753265,12473547,5,True,B00N462AQE,"I absolutely love it.  The package is awesome, has everything i could ever want.  Camera takes the best pics. Quick Shipping"
2753266,12473548,5,True,B00N462AQE,Best value on canon t5i.  Delivered as scheduled.  Very satisfied with results.
2753267,12473549,5,True,B00N462AQE,"I am so pleased with my purchase of this camera! The main reason I bought this package deal was not because of the amount of stuff in the package, but that this package with the camera included ($698) was cheaper than just buying the camera alone ($700)

Making this deal just awesome! Yeah there might not be the best quality things in the deal, however there are a few things tucked away in there that are great!  This package is definitely worth the money! The camera is fantastic as well! No problems at all about it."
2753268,12473550,5,True,B00N462AQE,Love this camera.  We have another Canon and it is so nice for my husband and I both to get out and shoot great shots.  :)  Easy to use and set up.
2753269,12473551,5,True,B00N462AQE,I absolutely love my new camera. This was a great package deal.
2753270,12473552,4,True,B00N462AQE,The camera and the memory cards were good.  Everything else was useless or very poor quality. The filters did not match the lens that I purchased.  The store did give me $30 credit after I wrote to ask for replacement to lenses that matched with my camera lens.
2753271,12473553,1,True,B00N462AQE,"When I purchased the items showed were all Polaroid items in description and in the photo. but when I received it they are all some brand I don't recognize. I would have purchased from some other dealer if I wanted generic extra lenses and parts. The flash even doesn't fit in the camera. The stock photo changed all of a sudden , now the don't show brand anymore.
NOTE: Will update based on response."
2753272,12473554,5,True,B00N462AQE,This was a christmas gift to my daughter and she loves it!!!
2753273,12473555,4,True,B00N462AQE,Great dea!
2753274,12473556,1,True,B00N462AQE,Camara is great accesories are different from advertized. Ritz Camara customer service is crap. In all camas is good but this Ritz Camara people are scamers.
2753275,12473557,5,True,B00N462AQE,GREAT for any level of experience. Very easy to navigate. Touchscreen makes all the difference.
2753276,12473558,4,True,B00N462AQE,Really good!!
3669290,17833476,5,True,B000FBS02E,thanks
3731285,18335328,5,True,B0045UK6XW,"Super cute, my niece loved it"
3757410,18502968,5,True,B0058GI38W,Fantastic camera at twice the price. Mine was refurbished and I am fine with that as the price was almost half a non-refurb. The camera arrived in perfect condition without a scratch or blemish anywhere. I purchased this to replace another E-PL3 that I dropped in a lake. The camera takes great pictures and has plenty of shooting modes and editing modes in camera. I still have other lenses and a bigger flash from my last camera and the E-PL3 couple with a couple of lenses and a good flash will let one take pictures in under any conditions.
3807462,18801403,1,True,B008CMVDK4,Great little camera but I should have bought a new one. This one has lint or something inside the camera and it shows on all my pictures with a lighter background.  I did not notice it until many months after the purchase because I had not taken any pics of the sky.
3866450,19092668,3,False,B00CAPQ2GY,"The device is OK except for one real problem. If there is a power and internet failure, the device can go
 ""offline"" and can only be restarted locally.
If you are not local , the device cannot be restarted and is worthless."
3870751,19112730,5,True,B00CJJ1RNE,"Great deal
Thanks"
3893717,19214745,5,True,B00DY9XD7Q,We use it all the time!  Very few pix seem dark.  Probably my fault.
3913122,19299985,5,True,B00DWHVJPI,"I love the camera body, shoots beautiful shots. Not a fan of the large zoom lens needing the connector. The rest of the kit is excellent."
4006363,19651528,4,True,B00K3PNBXK,"The SL25 camera operates as expected.  I had no difficulty connecting the camera to my older Samsung Note 2, my wife's Note 4, or my sons's Acer tablet.  Both phones connect easily via NFC and the tablet via wifi.
Pictures quality is reasonable and zoom works well.  You will definitely need a tripod or something to stabilize it at high zoom settings.  Video also works fine.  It's a snap to view images and share them through your phone.

Probably the one drawback is the speed of setting things up when you want to take a picture.  This isn't a camera you pick up and start snapping pics with 5 seconds later.  Connecting a device,  getting it paired, and taking photos can take anywhere between 30-60 seconds,  so plan accordingly.

The size is very convenient.  Taking this to our kids sporting events or school functions is easier than taking our DSLR.  My wife loves it!"
4006364,19651529,1,True,B00K3PNBXK,I won't even give it one star...Not compatible with a Samsung 6 and won't let me return...
4006365,19651530,1,True,B00K3PNBXK,"What a shame!  This lens camera is beautiful.  Well built and sexy.  I rigged it to my Galaxy Note 3 and it was awesome.  But then came the connectivity nightmare.  You're supposed to select the lens Wi-Fi signal to your phone.  Ok, Did that.  Then you have to run the PIXPRO application.  Did that.  And then it connects and three seconds later you get an error saying that it cannot connect, EVEN THOUGH your phone's wi-fi is still connected to the lens.  I looked at the app and it is version 1. something.  Piece of junk.  I have another Kodak camera and it is supposed to work with the same application and I had the same problem.  The issue is that there is no other software for android.  Don't know if it works better with the iPhone.  Didn't test it.  But I highly would discourage anyone from buying this because you WILL be disappointed.  How can you use a camera when you have a subject and the darn thing disconnects from your phone and you miss the shot?  Shame on PIXPRO and their developers for doing such a lousy job with the software that is so critical for the lens to work.  I would give it half a star if I could.  Worthless."
4006366,19651531,1,True,B00K3PNBXK,"Really wish this thing would work.  I cannot get it to sync with my iPhone.  I was going to return it, but was two days past the 30 day policy."
4006367,19651532,1,True,B00K3PNBXK,"In general I like it. I've only taken a few photos so far, but they are very satisfactory so far. I will update this part of the topic after I get more experience using it. The only negative I've noted is that it can be a little awkward  to hold the combination of lens and phone. Apple's moving the power button to the side of iPhone 6 contributes to this. I have accidentally turned the iPhone off when trying to take a shot. However, I think I have found a solution to this issue. I am using a small handle that has a 1/4 20 screw (tripod thread) at the end of it to help with handling the combination of iPhone and lens. So far, it works quite well. There are many types of these handles available on amazon. I also find that I prefer using the shutter button on the lens itself rather than tripping the shutter button using the iPhone App. There is a noticeable lag when taking a picture from the App.

July 2015, I recently used the lens to take some landscape photos. This is the first time I have used the lens outdoors. I am very satisfied with the results. both telephoto and wide angle shots were taken. I am satisfied with the results that I received. At the longest telephoto setting I was able to handhold the shot. I intend to magnify some of these shots to see if they are sharp enough to print them. I will post those results later.

At the moment this is an expensive paperweight. The PixPro App,which is required to use the lens with an iPhone does not work with IOS 9. Until Kodak corrects this issue, I recommend that you do not buy this unit.

It is now November and the PixPro app still does not provide camera  controls. This greatly limits the functionality of the lens. I've queried Kodak for an expected time frame for a revision to the software that will again provide the controls it originally had. Kodak has not yet replied. If there was a way I could return my lens, I would. It is definitely not the unit that I paid for. I would have been better off with one of the other units that are available."
